passage_id,title,theme,text,question_id,question_number,question_type,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,region_alignment,age_band,qa_status,content_pool
P31,Words That Travelled,LANGUAGE CHANGE,"English is a language of borrowers. Over its fifteen-hundred-year history it has absorbed words from Latin, French, Norse, Arabic, Hindi, Swahili, and dozens of other languages — often as a direct result of conquest, trade, or cultural contact. The word “pyjamas,” for example, comes from the Hindi and Urdu words for “leg garment,” arriving in English during the period of British rule in India. “Algebra” is from Arabic, “bungalow” from Bengali, “safari” from Swahili.

This borrowing is not a sign of weakness or instability. Languages that absorb new words are generally more adaptable and expressive than those that resist change. English has the largest vocabulary of any language in the world — estimates suggest over one million words — partly because it has always welcomed new terms from wherever it has travelled.

Of course, not all borrowings are equal. Some words arrive, are used briefly, and disappear. Others embed themselves so thoroughly that speakers never think of them as foreign at all. Nobody ordering a beef steak thinks of French; nobody wearing pyjamas thinks of Hindi.",P31_Q4,79,Authorial Intent,medium,What is the author’s main argument about English borrowing words from other languages?,English borrows words because it has no words of its own.,Borrowing is a strength — it makes English more flexible and expressive.,English should stop borrowing words and develop its own terms instead.,All borrowed words eventually disappear and should not be used in formal writing.,B,The author explicitly states: “This borrowing is not a sign of weakness or instability” and argues it makes languages “more adaptable and expressive.” The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P31,Words That Travelled,LANGUAGE CHANGE,"English is a language of borrowers. Over its fifteen-hundred-year history it has absorbed words from Latin, French, Norse, Arabic, Hindi, Swahili, and dozens of other languages — often as a direct result of conquest, trade, or cultural contact. The word “pyjamas,” for example, comes from the Hindi and Urdu words for “leg garment,” arriving in English during the period of British rule in India. “Algebra” is from Arabic, “bungalow” from Bengali, “safari” from Swahili.

This borrowing is not a sign of weakness or instability. Languages that absorb new words are generally more adaptable and expressive than those that resist change. English has the largest vocabulary of any language in the world — estimates suggest over one million words — partly because it has always welcomed new terms from wherever it has travelled.

Of course, not all borrowings are equal. Some words arrive, are used briefly, and disappear. Others embed themselves so thoroughly that speakers never think of them as foreign at all. Nobody ordering a beef steak thinks of French; nobody wearing pyjamas thinks of Hindi.",P31_Q5,80,Text Structure,medium,How is this passage organised?,"Argument, counter-argument, conclusion","Introduction of idea with examples, defence of the idea, nuance and qualification",Chronological history of the English language from its origins to today,A series of unrelated facts about foreign words in English,B,"The passage introduces the idea of English borrowing with examples, then defends it as a strength, then adds nuance (not all borrowings last). The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P32,The Last Signal,FICTION (SCIENCE FICTION),"The signal had been travelling for two hundred and twelve years when the listening station on the far side of the Moon finally caught it. It was a narrow-band radio transmission, regular and structured in a way that ruled out any natural explanation. It was, without doubt, a message — and it had been sent before any human had ever transmitted a radio wave into space.

Dr Yuna Saito had been on shift for eleven hours when the alert sounded. She ran the verification protocols twice, then a third time, her hands steadier than she would have expected. There was no mistake.

She sat for a long moment before reaching for the communication terminal. She knew that the next step — telling someone — would change everything, and that once she had taken it, nothing could be unsaid. She was thirty-one years old. She had been training for this moment since she was eight, and now that it had arrived, she found herself thinking not about the discovery, but about breakfast, and whether there was coffee left in the pot.",P32_Q1,81,Inference,hard,What is significant about the fact that the signal was sent before humans had ever transmitted radio waves?,It means the signal must have come from another planet and was not sent by humans.,It means the signal could have been sent by early human civilisations who knew about radio.,It means the listening station was not working properly when it received the signal.,It means the signal is too old to decode with modern technology.,A,"If the signal predates human radio technology, it cannot have been sent by humans — it must have an non-human origin. This is what makes the discovery so significant. The answer is A.",GL_Bucks,Y6,approved,comprehension_100
P32,The Last Signal,FICTION (SCIENCE FICTION),"The signal had been travelling for two hundred and twelve years when the listening station on the far side of the Moon finally caught it. It was a narrow-band radio transmission, regular and structured in a way that ruled out any natural explanation. It was, without doubt, a message — and it had been sent before any human had ever transmitted a radio wave into space.

Dr Yuna Saito had been on shift for eleven hours when the alert sounded. She ran the verification protocols twice, then a third time, her hands steadier than she would have expected. There was no mistake.

She sat for a long moment before reaching for the communication terminal. She knew that the next step — telling someone — would change everything, and that once she had taken it, nothing could be unsaid. She was thirty-one years old. She had been training for this moment since she was eight, and now that it had arrived, she found herself thinking not about the discovery, but about breakfast, and whether there was coffee left in the pot.",P32_Q2,82,Vocabulary in Context,medium,"In the passage, “verification protocols” most likely means:",Official rules about who must be told about a discovery,A set of checks carried out to confirm that a result is accurate,The scientific equipment used to receive radio signals,A record kept of all signals received by the station,B,“Verification protocols” are systematic procedures used to confirm or check a result. Dr Saito runs them to make sure the signal is real and not an error. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P32,The Last Signal,FICTION (SCIENCE FICTION),"The signal had been travelling for two hundred and twelve years when the listening station on the far side of the Moon finally caught it. It was a narrow-band radio transmission, regular and structured in a way that ruled out any natural explanation. It was, without doubt, a message — and it had been sent before any human had ever transmitted a radio wave into space.

Dr Yuna Saito had been on shift for eleven hours when the alert sounded. She ran the verification protocols twice, then a third time, her hands steadier than she would have expected. There was no mistake.

She sat for a long moment before reaching for the communication terminal. She knew that the next step — telling someone — would change everything, and that once she had taken it, nothing could be unsaid. She was thirty-one years old. She had been training for this moment since she was eight, and now that it had arrived, she found herself thinking not about the discovery, but about breakfast, and whether there was coffee left in the pot.",P32_Q3,83,Authorial Intent,hard,Why does the author have Dr Saito think about breakfast and coffee at the end of the passage?,To show that Dr Saito does not understand the importance of what she has found.,To suggest that the mind protects itself from overwhelming significance by focusing on the ordinary.,To show that Dr Saito is not very intelligent and cannot concentrate properly.,To imply that the discovery is not as important as first suggested.,B,"The detail is psychologically realistic — in moments of enormous significance, the mind often retreats to the mundane as a coping mechanism. The contrast between “the discovery” and “coffee” creates humour and pathos simultaneously. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P32,The Last Signal,FICTION (SCIENCE FICTION),"The signal had been travelling for two hundred and twelve years when the listening station on the far side of the Moon finally caught it. It was a narrow-band radio transmission, regular and structured in a way that ruled out any natural explanation. It was, without doubt, a message — and it had been sent before any human had ever transmitted a radio wave into space.

Dr Yuna Saito had been on shift for eleven hours when the alert sounded. She ran the verification protocols twice, then a third time, her hands steadier than she would have expected. There was no mistake.

She sat for a long moment before reaching for the communication terminal. She knew that the next step — telling someone — would change everything, and that once she had taken it, nothing could be unsaid. She was thirty-one years old. She had been training for this moment since she was eight, and now that it had arrived, she found herself thinking not about the discovery, but about breakfast, and whether there was coffee left in the pot.",P32_Q4,84,Inference,medium,"What does “once she had taken it, nothing could be unsaid” suggest about Dr Saito’s hesitation?",She is afraid of getting the credit for the discovery.,She understands that reporting the discovery will set off irreversible consequences for herself and for humanity.,She is not sure whether she is allowed to use the communication terminal.,She is worried that nobody will believe her without more evidence.,B,"The phrase emphasises the irreversibility of the moment — once the discovery is shared, the world changes permanently. Dr Saito’s pause reflects the weight of that responsibility. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P32,The Last Signal,FICTION (SCIENCE FICTION),"The signal had been travelling for two hundred and twelve years when the listening station on the far side of the Moon finally caught it. It was a narrow-band radio transmission, regular and structured in a way that ruled out any natural explanation. It was, without doubt, a message — and it had been sent before any human had ever transmitted a radio wave into space.

Dr Yuna Saito had been on shift for eleven hours when the alert sounded. She ran the verification protocols twice, then a third time, her hands steadier than she would have expected. There was no mistake.

She sat for a long moment before reaching for the communication terminal. She knew that the next step — telling someone — would change everything, and that once she had taken it, nothing could be unsaid. She was thirty-one years old. She had been training for this moment since she was eight, and now that it had arrived, she found herself thinking not about the discovery, but about breakfast, and whether there was coffee left in the pot.",P32_Q5,85,Fact Retrieval,easy,How long had the signal been travelling before it was received?,Eleven years,Thirty-one years,Two hundred and twelve years,Eight years,C,The passage opens: “The signal had been travelling for two hundred and twelve years when the listening station… finally caught it.” The answer is C.,GL_Bucks,Y6,approved,comprehension_100
P33,The Road of Ideas,SILK ROAD,"The Silk Road was not a single road, and it was not only used for silk. It was a vast network of overland and maritime trade routes connecting China to the Mediterranean world, stretching over seven thousand miles and operating, in various forms, from around 130 BC until the fifteenth century AD. Merchants, diplomats, pilgrims, and soldiers all travelled its routes, carrying not just goods but ideas, religions, technologies, and diseases.

Silk was certainly one of its most valuable commodities — so valued in Rome that laws were passed attempting to ban its import, on the grounds that it was draining the Roman treasury. But paper, printing techniques, gunpowder, and the compass all travelled westward along the same routes. Islam, Buddhism, and Christianity spread along the Silk Road, as did the Black Death, which reached Europe in the fourteenth century via infected fleas on rodents aboard trading ships.

The Silk Road reminds us that globalisation — the connected world — is not a modern invention.",P33_Q1,86,Vocabulary in Context,medium,"In the passage, “commodities” most likely means:",Goods or products bought and sold in trade,Ideas and beliefs that spread between cultures,Animals used for transport along trade routes,Taxes charged to merchants at border crossings,A,“Commodities” are goods or products that are traded. Silk is described as “one of its most valuable commodities” — something sold and exchanged along the route. The answer is A.,GL_Bucks,Y6,approved,comprehension_100
P33,The Road of Ideas,SILK ROAD,"The Silk Road was not a single road, and it was not only used for silk. It was a vast network of overland and maritime trade routes connecting China to the Mediterranean world, stretching over seven thousand miles and operating, in various forms, from around 130 BC until the fifteenth century AD. Merchants, diplomats, pilgrims, and soldiers all travelled its routes, carrying not just goods but ideas, religions, technologies, and diseases.

Silk was certainly one of its most valuable commodities — so valued in Rome that laws were passed attempting to ban its import, on the grounds that it was draining the Roman treasury. But paper, printing techniques, gunpowder, and the compass all travelled westward along the same routes. Islam, Buddhism, and Christianity spread along the Silk Road, as did the Black Death, which reached Europe in the fourteenth century via infected fleas on rodents aboard trading ships.

The Silk Road reminds us that globalisation — the connected world — is not a modern invention.",P33_Q2,87,Fact Retrieval,easy,"Approximately how long did the Silk Road operate, according to the passage?",About one hundred years,About five hundred years,About one thousand six hundred years,About three thousand years,C,"The Silk Road operated “from around 130 BC until the fifteenth century AD.” From 130 BC to roughly 1400 AD is approximately 1,530 years — closest to 1,600 years. The answer is C.",GL_Bucks,Y6,approved,comprehension_100
P33,The Road of Ideas,SILK ROAD,"The Silk Road was not a single road, and it was not only used for silk. It was a vast network of overland and maritime trade routes connecting China to the Mediterranean world, stretching over seven thousand miles and operating, in various forms, from around 130 BC until the fifteenth century AD. Merchants, diplomats, pilgrims, and soldiers all travelled its routes, carrying not just goods but ideas, religions, technologies, and diseases.

Silk was certainly one of its most valuable commodities — so valued in Rome that laws were passed attempting to ban its import, on the grounds that it was draining the Roman treasury. But paper, printing techniques, gunpowder, and the compass all travelled westward along the same routes. Islam, Buddhism, and Christianity spread along the Silk Road, as did the Black Death, which reached Europe in the fourteenth century via infected fleas on rodents aboard trading ships.

The Silk Road reminds us that globalisation — the connected world — is not a modern invention.",P33_Q3,88,Inference,medium,What does the attempt by Rome to ban silk imports tell us about the trade?,Romans did not like silk and preferred their own fabrics.,"Silk was so popular in Rome that vast amounts of money were being spent on it, worrying the authorities.",The ban was successful and silk was no longer traded between China and Rome.,Roman merchants were buying silk to sell to other countries at a profit.,B,The passage says laws were passed to ban silk because it “was draining the Roman treasury.” This implies enormous demand — enough to create a serious economic concern. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P33,The Road of Ideas,SILK ROAD,"The Silk Road was not a single road, and it was not only used for silk. It was a vast network of overland and maritime trade routes connecting China to the Mediterranean world, stretching over seven thousand miles and operating, in various forms, from around 130 BC until the fifteenth century AD. Merchants, diplomats, pilgrims, and soldiers all travelled its routes, carrying not just goods but ideas, religions, technologies, and diseases.

Silk was certainly one of its most valuable commodities — so valued in Rome that laws were passed attempting to ban its import, on the grounds that it was draining the Roman treasury. But paper, printing techniques, gunpowder, and the compass all travelled westward along the same routes. Islam, Buddhism, and Christianity spread along the Silk Road, as did the Black Death, which reached Europe in the fourteenth century via infected fleas on rodents aboard trading ships.

The Silk Road reminds us that globalisation — the connected world — is not a modern invention.",P33_Q4,89,Authorial Intent,medium,"What is the purpose of the final sentence, “The Silk Road reminds us that globalisation — the connected world — is not a modern invention”?",To argue that modern globalisation should be replaced with trade networks like the Silk Road.,"To connect the historical subject to a contemporary concept, showing the reader its ongoing relevance.",To suggest that nothing has changed between the ancient world and the modern one.,To criticise historians for ignoring the Silk Road in their research.,B,"The final sentence is a “so what” — it connects the historical material to a concept the modern reader recognises, making the ancient subject feel relevant to today. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P33,The Road of Ideas,SILK ROAD,"The Silk Road was not a single road, and it was not only used for silk. It was a vast network of overland and maritime trade routes connecting China to the Mediterranean world, stretching over seven thousand miles and operating, in various forms, from around 130 BC until the fifteenth century AD. Merchants, diplomats, pilgrims, and soldiers all travelled its routes, carrying not just goods but ideas, religions, technologies, and diseases.

Silk was certainly one of its most valuable commodities — so valued in Rome that laws were passed attempting to ban its import, on the grounds that it was draining the Roman treasury. But paper, printing techniques, gunpowder, and the compass all travelled westward along the same routes. Islam, Buddhism, and Christianity spread along the Silk Road, as did the Black Death, which reached Europe in the fourteenth century via infected fleas on rodents aboard trading ships.

The Silk Road reminds us that globalisation — the connected world — is not a modern invention.",P33_Q5,90,Fact Retrieval,medium,"How did the Black Death reach Europe, according to the passage?",It spread via infected merchants travelling the overland Silk Road routes.,Via infected fleas on rodents aboard trading ships.,Through water supplies contaminated by passing armies.,Via silk cloth that carried infected parasites.,B,The passage states the Black Death “reached Europe in the fourteenth century via infected fleas on rodents aboard trading ships.” The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P34,Bringing Back the Beaver,CONSERVATION,"Beavers were hunted to extinction in Britain over four hundred years ago, killed for their fur, their meat, and a substance called castoreum, which was believed to have medicinal properties. For centuries the rivers and wetlands of Britain managed without them — or tried to.

Beavers are what ecologists call a “keystone species”: a species whose influence on its habitat is disproportionately large relative to its numbers. A family of beavers can transform a stretch of river within weeks. Their dams slow the flow of water, creating deep pools that shelter fish, amphibians, and invertebrates. The wetlands they form act as natural flood defences and water filters, removing pollutants before water reaches human communities downstream.

In 2009, beavers were reintroduced to Scotland, and in 2020 they were officially protected under Scottish law. In England, trial reintroductions are ongoing. Early results suggest the rivers where beavers have returned are measurably healthier than before.",P34_Q1,91,Vocabulary in Context,medium,"In the passage, “disproportionately” most likely means:",Far greater than would be expected given the animal’s numbers,Gradually increasing over a very long period of time,Equal to the influence of other species in the same habitat,Harmful to the other species living nearby,A,“Disproportionately large” means out of proportion — bigger than you would expect relative to the beaver’s population size. A few beavers have an enormous effect. The answer is A.,GL_Bucks,Y6,approved,comprehension_100
P34,Bringing Back the Beaver,CONSERVATION,"Beavers were hunted to extinction in Britain over four hundred years ago, killed for their fur, their meat, and a substance called castoreum, which was believed to have medicinal properties. For centuries the rivers and wetlands of Britain managed without them — or tried to.

Beavers are what ecologists call a “keystone species”: a species whose influence on its habitat is disproportionately large relative to its numbers. A family of beavers can transform a stretch of river within weeks. Their dams slow the flow of water, creating deep pools that shelter fish, amphibians, and invertebrates. The wetlands they form act as natural flood defences and water filters, removing pollutants before water reaches human communities downstream.

In 2009, beavers were reintroduced to Scotland, and in 2020 they were officially protected under Scottish law. In England, trial reintroductions are ongoing. Early results suggest the rivers where beavers have returned are measurably healthier than before.",P34_Q2,92,Fact Retrieval,easy,In which year were beavers officially protected under Scottish law?,2009,2015,2020,1990,C,"The passage states “in 2020 they were officially protected under Scottish law.” They were reintroduced in 2009, but protection came in 2020. The answer is C.",GL_Bucks,Y6,approved,comprehension_100
P34,Bringing Back the Beaver,CONSERVATION,"Beavers were hunted to extinction in Britain over four hundred years ago, killed for their fur, their meat, and a substance called castoreum, which was believed to have medicinal properties. For centuries the rivers and wetlands of Britain managed without them — or tried to.

Beavers are what ecologists call a “keystone species”: a species whose influence on its habitat is disproportionately large relative to its numbers. A family of beavers can transform a stretch of river within weeks. Their dams slow the flow of water, creating deep pools that shelter fish, amphibians, and invertebrates. The wetlands they form act as natural flood defences and water filters, removing pollutants before water reaches human communities downstream.

In 2009, beavers were reintroduced to Scotland, and in 2020 they were officially protected under Scottish law. In England, trial reintroductions are ongoing. Early results suggest the rivers where beavers have returned are measurably healthier than before.",P34_Q3,93,Inference,medium,What does the phrase “the rivers and wetlands of Britain managed without them — or tried to” suggest?,Britain’s rivers were unaffected by the absence of beavers.,The author is implying that the ecosystem did not cope as well without beavers as it might appear.,Beavers were completely unnecessary to the British ecosystem.,Other animals replaced the beaver’s role in the ecosystem immediately.,B,"The phrase “or tried to” is a dry qualification — it hints that the ecosystem did not truly manage well without beavers, setting up the explanation of their importance that follows. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P34,Bringing Back the Beaver,CONSERVATION,"Beavers were hunted to extinction in Britain over four hundred years ago, killed for their fur, their meat, and a substance called castoreum, which was believed to have medicinal properties. For centuries the rivers and wetlands of Britain managed without them — or tried to.

Beavers are what ecologists call a “keystone species”: a species whose influence on its habitat is disproportionately large relative to its numbers. A family of beavers can transform a stretch of river within weeks. Their dams slow the flow of water, creating deep pools that shelter fish, amphibians, and invertebrates. The wetlands they form act as natural flood defences and water filters, removing pollutants before water reaches human communities downstream.

In 2009, beavers were reintroduced to Scotland, and in 2020 they were officially protected under Scottish law. In England, trial reintroductions are ongoing. Early results suggest the rivers where beavers have returned are measurably healthier than before.",P34_Q4,94,Fact Retrieval,easy,Why were beavers originally hunted to extinction in Britain?,Because they were damaging crops and flooding farmland.,"For their fur, their meat, and castoreum.",Because they were seen as pests that destroyed riverbanks.,To protect salmon and trout populations in rivers.,B,"The passage states beavers were “killed for their fur, their meat, and a substance called castoreum.” The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P34,Bringing Back the Beaver,CONSERVATION,"Beavers were hunted to extinction in Britain over four hundred years ago, killed for their fur, their meat, and a substance called castoreum, which was believed to have medicinal properties. For centuries the rivers and wetlands of Britain managed without them — or tried to.

Beavers are what ecologists call a “keystone species”: a species whose influence on its habitat is disproportionately large relative to its numbers. A family of beavers can transform a stretch of river within weeks. Their dams slow the flow of water, creating deep pools that shelter fish, amphibians, and invertebrates. The wetlands they form act as natural flood defences and water filters, removing pollutants before water reaches human communities downstream.

In 2009, beavers were reintroduced to Scotland, and in 2020 they were officially protected under Scottish law. In England, trial reintroductions are ongoing. Early results suggest the rivers where beavers have returned are measurably healthier than before.",P34_Q5,95,Authorial Intent,medium,What is the main purpose of this passage?,To argue that all extinct British species should be reintroduced immediately.,To explain why beavers are ecologically valuable and to report on efforts to restore them to Britain.,To criticise the people who hunted beavers to extinction four hundred years ago.,To show that conservation always involves difficult decisions and trade-offs.,B,The passage describes the beaver’s ecological role and the history of its extinction and reintroduction. It is primarily informative — explaining the value of beavers and updating the reader on restoration efforts. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P35,In Defence of Boredom,NEWSPAPER OPINION / PERSUASION,"We have declared war on boredom, and I believe we are losing something important in the process. Every moment of idle time is now fillable — with a screen, a podcast, a notification, a game — and we have come to treat the absence of stimulation as a problem to be solved rather than a condition to be experienced.

This is a mistake. Boredom has always been the gateway to creativity. The idle mind, deprived of external input, turns inward and begins to make connections, to imagine, to daydream. Researchers have found that people who are allowed to be bored before undertaking a creative task perform significantly better than those who are kept constantly occupied. The restless mind, it turns out, is a productive one.

There is also a deeper issue. A generation raised never to be bored may also be a generation that never learns to tolerate discomfort, to wait, or to be alone with itself. These are not trivial skills. They are, arguably, the foundations of patience, resilience, and self-knowledge — qualities that no screen can provide.",P35_Q1,96,Vocabulary in Context,hard,"In the passage, “trivial” most likely means:",Of little importance; not worth taking seriously,Difficult to learn without practice and guidance,Old-fashioned and no longer relevant to modern life,Controversial and likely to be disagreed with,A,"“Trivial” means unimportant or insignificant. The author says the skills are “not trivial” — meaning they are not unimportant, they matter a great deal. The answer is A.",GL_Bucks,Y6,approved,comprehension_100
P35,In Defence of Boredom,NEWSPAPER OPINION / PERSUASION,"We have declared war on boredom, and I believe we are losing something important in the process. Every moment of idle time is now fillable — with a screen, a podcast, a notification, a game — and we have come to treat the absence of stimulation as a problem to be solved rather than a condition to be experienced.

This is a mistake. Boredom has always been the gateway to creativity. The idle mind, deprived of external input, turns inward and begins to make connections, to imagine, to daydream. Researchers have found that people who are allowed to be bored before undertaking a creative task perform significantly better than those who are kept constantly occupied. The restless mind, it turns out, is a productive one.

There is also a deeper issue. A generation raised never to be bored may also be a generation that never learns to tolerate discomfort, to wait, or to be alone with itself. These are not trivial skills. They are, arguably, the foundations of patience, resilience, and self-knowledge — qualities that no screen can provide.",P35_Q2,97,Authorial Intent,hard,What is the author’s main argument in this passage?,People should stop using phones and screens immediately.,Boredom is not a problem to be avoided but a valuable experience that supports creativity and personal development.,Modern technology has made life better in every way.,Schools should teach students how to be bored as part of the curriculum.,B,"The author argues throughout that boredom has genuine value — for creativity, for learning to tolerate discomfort, and for developing patience and self-knowledge. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P35,In Defence of Boredom,NEWSPAPER OPINION / PERSUASION,"We have declared war on boredom, and I believe we are losing something important in the process. Every moment of idle time is now fillable — with a screen, a podcast, a notification, a game — and we have come to treat the absence of stimulation as a problem to be solved rather than a condition to be experienced.

This is a mistake. Boredom has always been the gateway to creativity. The idle mind, deprived of external input, turns inward and begins to make connections, to imagine, to daydream. Researchers have found that people who are allowed to be bored before undertaking a creative task perform significantly better than those who are kept constantly occupied. The restless mind, it turns out, is a productive one.

There is also a deeper issue. A generation raised never to be bored may also be a generation that never learns to tolerate discomfort, to wait, or to be alone with itself. These are not trivial skills. They are, arguably, the foundations of patience, resilience, and self-knowledge — qualities that no screen can provide.",P35_Q3,98,Inference,hard,"What does the author mean by “the restless mind, it turns out, is a productive one”?",People who are anxious tend to work harder than those who are calm.,"When the mind has nothing to focus on externally, it generates ideas and connections internally.",Busy people are more creative than those who have too much free time.,Boredom causes people to become frustrated and then more motivated.,B,"The author explains that a mind deprived of external input “turns inward and begins to make connections, to imagine, to daydream.” This internal activity is productive — it is where creative thought comes from. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P35,In Defence of Boredom,NEWSPAPER OPINION / PERSUASION,"We have declared war on boredom, and I believe we are losing something important in the process. Every moment of idle time is now fillable — with a screen, a podcast, a notification, a game — and we have come to treat the absence of stimulation as a problem to be solved rather than a condition to be experienced.

This is a mistake. Boredom has always been the gateway to creativity. The idle mind, deprived of external input, turns inward and begins to make connections, to imagine, to daydream. Researchers have found that people who are allowed to be bored before undertaking a creative task perform significantly better than those who are kept constantly occupied. The restless mind, it turns out, is a productive one.

There is also a deeper issue. A generation raised never to be bored may also be a generation that never learns to tolerate discomfort, to wait, or to be alone with itself. These are not trivial skills. They are, arguably, the foundations of patience, resilience, and self-knowledge — qualities that no screen can provide.",P35_Q4,99,Text Structure,medium,How does the passage develop its argument?,"It makes a claim, provides evidence, then extends the argument to a broader concern.",It tells a personal story about the author’s experience of boredom.,It presents two opposing views and then reaches a compromise between them.,It uses statistics throughout to prove its claims objectively.,A,Paragraph 1: claim (we have declared war on boredom and are losing something). Paragraph 2: evidence (creativity research). Paragraph 3: broader concern (character and resilience). The answer is A.,GL_Bucks,Y6,approved,comprehension_100
P35,In Defence of Boredom,NEWSPAPER OPINION / PERSUASION,"We have declared war on boredom, and I believe we are losing something important in the process. Every moment of idle time is now fillable — with a screen, a podcast, a notification, a game — and we have come to treat the absence of stimulation as a problem to be solved rather than a condition to be experienced.

This is a mistake. Boredom has always been the gateway to creativity. The idle mind, deprived of external input, turns inward and begins to make connections, to imagine, to daydream. Researchers have found that people who are allowed to be bored before undertaking a creative task perform significantly better than those who are kept constantly occupied. The restless mind, it turns out, is a productive one.

There is also a deeper issue. A generation raised never to be bored may also be a generation that never learns to tolerate discomfort, to wait, or to be alone with itself. These are not trivial skills. They are, arguably, the foundations of patience, resilience, and self-knowledge — qualities that no screen can provide.",P35_Q5,100,Inference,medium,What does the phrase “we have declared war on boredom” suggest about the author’s attitude?,The author thinks boredom is genuinely dangerous and should be avoided.,The author is using military language to show that our attitude to boredom is aggressive and misguided.,The author believes we should use technology to fight boredom effectively.,The author is describing a real government policy on boredom.,B,"The phrase is figurative — “war” is used to describe our hostile, combative attitude to boredom. Since the author then argues boredom is valuable, this opening phrase signals that the author thinks our attitude is wrong. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
